Province,A(H1N1)pdm09,AH3,Auns,A,B,RSV,PIV1,PIV2,PIV3,PIV4,PIV-Other,ADENO,HMPV,RHINO,Corona,EndingDate
Saskatchewan,0.0,0.0,2.0,2.0,0.0,0.0,1.0,3.0,2.0,1.0,0.0,14.0,0.0,39.0,0.0,2023-07-29
Alberta,3.0,0.0,0.0,3.0,1.0,0.0,3.0,6.0,0.0,0.0,0.0,22.0,0.0,85.0,2.0,2023-07-29
British Columbia,11.0,2.0,0.0,26.0,1.0,3.0,3.0,3.0,3.0,9.0,0.0,28.0,0.0,56.0,3.0,2023-07-29
Yukon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-07-29
Northwest Territories,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,2023-07-29
Nunavut,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-07-29
Newfoundland,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,27.0,1.0,2023-08-05
Prince Edward Island,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2023-08-05
Nova Scotia,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,7.0,0.0,2023-08-05
New Brunswick,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,2023-08-05
Quebec,0.0,0.0,7.0,7.0,2.0,19.0,3.0,2.0,5.0,14.0,0.0,31.0,2.0,0.0,2.0,2023-08-05
Onatrio,4.0,2.0,1.0,6.0,2.0,8.0,0.0,2.0,3.0,0.0,68.0,27.0,3.0,241.0,13.0,2023-08-05
Manitoba,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,17.0,0.0,2023-08-05
Saskatchewan,0.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0,0.0,2.0,0.0,15.0,1.0,32.0,0.0,2023-08-05
Alberta,4.0,1.0,1.0,6.0,2.0,9.0,1.0,4.0,1.0,0.0,0.0,10.0,0.0,70.0,1.0,2023-08-05
British Columbia,8.0,1.0,0.0,14.0,1.0,0.0,4.0,2.0,3.0,13.0,0.0,28.0,2.0,59.0,6.0,2023-08-05
Yukon,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-08-05
Northwest Territories,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,2023-08-05
Nunavut,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-08-05
Newfoundland,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,5.0,0.0,6.0,0.0,44.0,2.0,2023-08-12
Prince Edward Island,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-08-12
Nova Scotia,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,11.0,0.0,2023-08-12
New Brunswick,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,0.0,2023-08-12
Quebec,0.0,0.0,10.0,10.0,2.0,25.0,3.0,5.0,7.0,9.0,0.0,14.0,6.0,0.0,1.0,2023-08-12
Onatrio,6.0,3.0,5.0,12.0,4.0,20.0,2.0,0.0,3.0,0.0,86.0,53.0,11.0,317.0,7.0,2023-08-12
Manitoba,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,21.0,0.0,2023-08-12
Saskatchewan,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,2.0,30.0,1.0,2023-08-12
Alberta,6.0,2.0,3.0,11.0,1.0,1.0,2.0,7.0,1.0,0.0,0.0,9.0,0.0,81.0,1.0,2023-08-12
British Columbia,13.0,2.0,0.0,26.0,0.0,5.0,6.0,1.0,5.0,10.0,0.0,17.0,1.0,54.0,3.0,2023-08-12
Yukon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-08-12
Northwest Territories,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,2023-08-12
Nunavut,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-08-12
Newfoundland,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,5.0,0.0,5.0,0.0,60.0,2.0,2023-08-19
Prince Edward Island,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-08-19
Nova Scotia,0.0,0.0,11.0,11.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,2023-08-19
New Brunswick,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,8.0,0.0,2023-08-19
Quebec,0.0,0.0,13.0,13.0,2.0,17.0,3.0,6.0,2.0,5.0,0.0,16.0,5.0,0.0,2.0,2023-08-19
Onatrio,6.0,4.0,5.0,15.0,6.0,19.0,0.0,1.0,4.0,0.0,82.0,40.0,12.0,330.0,14.0,2023-08-19
Manitoba,0.0,1.0,0.0,1.0,0.0,4.0,0.0,0.0,1.0,1.0,0.0,4.0,0.0,20.0,0.0,2023-08-19
Saskatchewan,0.0,0.0,3.0,3.0,1.0,1.0,1.0,3.0,0.0,2.0,0.0,13.0,0.0,39.0,10.0,2023-08-19
Alberta,2.0,0.0,0.0,2.0,1.0,1.0,3.0,4.0,1.0,0.0,0.0,15.0,0.0,82.0,4.0,2023-08-19
British Columbia,12.0,1.0,3.0,26.0,1.0,1.0,6.0,4.0,4.0,10.0,0.0,18.0,2.0,35.0,2.0,2023-08-19
Yukon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-08-19
Northwest Territories,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-08-19
Nunavut,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-08-19
Newfoundland,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,5.0,0.0,39.0,2.0,2023-08-26
Prince Edward Island,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2023-08-26
Nova Scotia,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,6.0,1.0,2023-08-26
New Brunswick,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,6.0,1.0,2023-08-26
Quebec,0.0,0.0,12.0,12.0,3.0,30.0,5.0,4.0,5.0,12.0,0.0,23.0,11.0,0.0,2.0,2023-08-26
Onatrio,15.0,4.0,8.0,26.0,1.0,19.0,0.0,0.0,1.0,0.0,62.0,30.0,4.0,332.0,3.0,2023-08-26
Manitoba,0.0,0.0,1.0,1.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0,4.0,0.0,22.0,0.0,2023-08-26
Saskatchewan,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,28.0,5.0,2023-08-26
Alberta,4.0,0.0,0.0,4.0,1.0,5.0,1.0,2.0,1.0,0.0,0.0,9.0,0.0,67.0,7.0,2023-08-26
British Columbia,1.0,0.0,0.0,23.0,0.0,1.0,6.0,2.0,0.0,4.0,0.0,13.0,0.0,69.0,5.0,2023-08-26
Yukon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-08-26
Northwest Territories,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-08-26
Nunavut,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-08-26
Newfoundland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,3.0,0.0,63.0,0.0,2023-09-02
Prince Edward Island,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,2023-09-02
Nova Scotia,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,2023-09-02
New Brunswick,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,8.0,0.0,2023-09-02
Quebec,0.0,0.0,8.0,8.0,5.0,29.0,13.0,3.0,3.0,11.0,0.0,22.0,11.0,0.0,4.0,2023-09-02
Onatrio,10.0,5.0,4.0,15.0,4.0,33.0,0.0,0.0,6.0,0.0,55.0,27.0,7.0,347.0,3.0,2023-09-02
Manitoba,0.0,0.0,2.0,2.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,21.0,0.0,2023-09-02
Saskatchewan,0.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,7.0,1.0,28.0,2.0,2023-09-02
Alberta,3.0,3.0,0.0,6.0,0.0,2.0,1.0,1.0,1.0,2.0,0.0,9.0,0.0,50.0,3.0,2023-09-02
British Columbia,23.0,11.0,3.0,52.0,0.0,7.0,1.0,2.0,0.0,9.0,0.0,16.0,1.0,91.0,1.0,2023-09-02
Yukon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-09-02
Northwest Territories,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-09-02
Nunavut,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-09-02
Newfoundland,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,70.0,2.0,2023-09-09
Prince Edward Island,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,2023-09-09
Nova Scotia,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,0.0,2023-09-09
New Brunswick,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,11.0,0.0,2023-09-09
Quebec,0.0,0.0,7.0,7.0,1.0,45.0,4.0,4.0,4.0,7.0,0.0,19.0,12.0,0.0,7.0,2023-09-09
Onatrio,13.0,3.0,2.0,12.0,4.0,36.0,0.0,1.0,1.0,0.0,45.0,26.0,6.0,429.0,2.0,2023-09-09
Manitoba,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,4.0,0.0,17.0,1.0,2023-09-09
Saskatchewan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,43.0,0.0,2023-09-09
Alberta,7.0,4.0,0.0,11.0,2.0,4.0,3.0,2.0,1.0,0.0,0.0,9.0,0.0,100.0,5.0,2023-09-09
British Columbia,20.0,3.0,1.0,31.0,2.0,5.0,2.0,1.0,3.0,2.0,0.0,17.0,2.0,80.0,2.0,2023-09-09
Yukon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-09-09
Northwest Territories,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-09-09
Nunavut,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-09-09
Newfoundland,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,1.0,0.0,5.0,2.0,62.0,1.0,2023-09-16
Prince Edward Island,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,5.0,0.0,2023-09-16
Nova Scotia,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,15.0,0.0,2023-09-16
New Brunswick,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0,1.0,2023-09-16
Quebec,0.0,0.0,17.0,17.0,3.0,52.0,12.0,5.0,2.0,4.0,0.0,26.0,8.0,0.0,1.0,2023-09-16
Onatrio,4.0,4.0,4.0,10.0,0.0,51.0,0.0,0.0,3.0,0.0,48.0,32.0,14.0,602.0,6.0,2023-09-16
Manitoba,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,6.0,0.0,27.0,0.0,2023-09-16
Saskatchewan,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,11.0,0.0,49.0,0.0,2023-09-16
Alberta,8.0,0.0,1.0,9.0,0.0,7.0,2.0,4.0,1.0,0.0,0.0,6.0,0.0,162.0,0.0,2023-09-16
British Columbia,14.0,4.0,0.0,34.0,1.0,9.0,5.0,2.0,2.0,7.0,0.0,13.0,1.0,120.0,1.0,2023-09-16
Yukon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-09-16
Northwest Territories,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2023-09-16
Nunavut,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-09-16
Newfoundland,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,5.0,0.0,4.0,0.0,74.0,0.0,2023-09-23
Prince Edward Island,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2023-09-23
Nova Scotia,0.0,0.0,1.0,1.0,0.0,10.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,20.0,0.0,2023-09-23
New Brunswick,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,2023-09-23
Quebec,0.0,0.0,14.0,14.0,0.0,82.0,19.0,4.0,3.0,6.0,0.0,12.0,12.0,0.0,7.0,2023-09-23
Onatrio,10.0,6.0,3.0,13.0,3.0,72.0,0.0,0.0,6.0,0.0,68.0,26.0,6.0,741.0,12.0,2023-09-23
Manitoba,0.0,0.0,3.0,3.0,1.0,0.0,0.0,1.0,0.0,4.0,0.0,3.0,0.0,44.0,0.0,2023-09-23
Saskatchewan,0.0,0.0,6.0,6.0,0.0,3.0,0.0,0.0,0.0,4.0,0.0,12.0,2.0,87.0,1.0,2023-09-23
Alberta,12.0,2.0,0.0,14.0,0.0,11.0,2.0,2.0,0.0,0.0,0.0,7.0,0.0,177.0,3.0,2023-09-23
British Columbia,10.0,3.0,0.0,43.0,0.0,15.0,3.0,2.0,1.0,5.0,0.0,8.0,11.0,178.0,4.0,2023-09-23
Yukon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-09-23
Northwest Territories,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,2023-09-23
Nunavut,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-09-23
Newfoundland,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,2.0,1.0,73.0,0.0,2023-09-30
Prince Edward Island,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2023-09-30
Nova Scotia,0.0,0.0,2.0,2.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,15.0,0.0,2023-09-30
New Brunswick,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,2023-09-30
Quebec,0.0,0.0,10.0,10.0,4.0,90.0,9.0,3.0,2.0,6.0,0.0,23.0,10.0,0.0,5.0,2023-09-30
Onatrio,10.0,4.0,4.0,15.0,6.0,81.0,0.0,0.0,5.0,0.0,60.0,34.0,16.0,772.0,5.0,2023-09-30
Manitoba,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,2.0,3.0,0.0,4.0,0.0,35.0,1.0,2023-09-30
Saskatchewan,0.0,0.0,1.0,1.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,8.0,5.0,76.0,1.0,2023-09-30
Alberta,21.0,0.0,1.0,22.0,2.0,13.0,3.0,3.0,2.0,0.0,0.0,10.0,0.0,165.0,4.0,2023-09-30
British Columbia,16.0,3.0,0.0,49.0,2.0,20.0,2.0,1.0,1.0,3.0,0.0,15.0,10.0,180.0,1.0,2023-09-30
Yukon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-09-30
Northwest Territories,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,2023-09-30
Nunavut,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-09-30
Newfoundland,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,6.0,0.0,6.0,2.0,67.0,1.0,2023-10-07
Prince Edward Island,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,2023-10-07
Nova Scotia,0.0,0.0,4.0,4.0,0.0,3.0,2.0,0.0,0.0,1.0,0.0,3.0,0.0,18.0,0.0,2023-10-07
New Brunswick,0.0,0.0,2.0,2.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,2.0,0.0,19.0,0.0,2023-10-07
Quebec,1.0,0.0,19.0,20.0,2.0,117.0,12.0,4.0,2.0,5.0,0.0,31.0,9.0,0.0,1.0,2023-10-07
Onatrio,7.0,10.0,4.0,20.0,0.0,126.0,1.0,2.0,4.0,0.0,51.0,32.0,7.0,716.0,6.0,2023-10-07
Manitoba,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,25.0,0.0,2023-10-07
Saskatchewan,0.0,0.0,2.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,90.0,2.0,2023-10-07
Alberta,19.0,1.0,2.0,22.0,5.0,12.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,95.0,1.0,2023-10-07
British Columbia,24.0,4.0,0.0,62.0,2.0,21.0,2.0,4.0,2.0,6.0,0.0,21.0,5.0,163.0,7.0,2023-10-07
Yukon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-10-07
Northwest Territories,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,2023-10-07
Nunavut,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-10-07
Newfoundland,0.0,0.0,1.0,1.0,0.0,4.0,1.0,1.0,1.0,5.0,0.0,5.0,0.0,68.0,1.0,2023-10-14
Prince Edward Island,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,2023-10-14
Nova Scotia,0.0,0.0,6.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,14.0,0.0,2023-10-14
New Brunswick,1.0,0.0,2.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,24.0,0.0,2023-10-14
Quebec,0.0,0.0,11.0,11.0,3.0,144.0,7.0,3.0,3.0,2.0,0.0,38.0,11.0,0.0,8.0,2023-10-14
Onatrio,4.0,3.0,12.0,18.0,0.0,145.0,0.0,0.0,5.0,1.0,47.0,33.0,10.0,553.0,4.0,2023-10-14
Manitoba,0.0,1.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,31.0,1.0,2023-10-14
Saskatchewan,0.0,0.0,5.0,5.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,5.0,2.0,73.0,1.0,2023-10-14
Alberta,10.0,3.0,0.0,13.0,1.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,2023-10-14
British Columbia,11.0,0.0,1.0,28.0,1.0,36.0,5.0,2.0,3.0,6.0,0.0,16.0,10.0,160.0,0.0,2023-10-14
Yukon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-10-14
Northwest Territories,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,2023-10-14
Nunavut,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-10-14
Newfoundland,0.0,0.0,4.0,4.0,0.0,4.0,0.0,1.0,1.0,5.0,0.0,3.0,1.0,69.0,1.0,2023-10-21
Prince Edward Island,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,2023-10-21
Nova Scotia,0.0,0.0,6.0,6.0,1.0,8.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,13.0,0.0,2023-10-21
New Brunswick,3.0,0.0,0.0,3.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,22.0,0.0,2023-10-21
Quebec,0.0,0.0,19.0,19.0,1.0,186.0,6.0,4.0,5.0,1.0,0.0,38.0,14.0,0.0,5.0,2023-10-21
Onatrio,19.0,6.0,11.0,32.0,5.0,254.0,4.0,1.0,9.0,0.0,65.0,40.0,17.0,573.0,2.0,2023-10-21
Manitoba,0.0,0.0,7.0,7.0,0.0,9.0,0.0,0.0,0.0,5.0,0.0,1.0,1.0,31.0,0.0,2023-10-21
Saskatchewan,0.0,0.0,10.0,10.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,12.0,1.0,54.0,0.0,2023-10-21
Alberta,29.0,5.0,1.0,35.0,4.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,0.0,2023-10-21
British Columbia,18.0,0.0,0.0,36.0,4.0,41.0,2.0,3.0,2.0,5.0,0.0,20.0,6.0,104.0,1.0,2023-10-21
Yukon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-10-21
Northwest Territories,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,2023-10-21
Nunavut,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-10-21
Newfoundland,0.0,0.0,8.0,8.0,0.0,4.0,0.0,0.0,1.0,2.0,0.0,7.0,3.0,43.0,2.0,2023-10-28
Prince Edward Island,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2023-10-28
Nova Scotia,0.0,0.0,5.0,5.0,0.0,16.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,10.0,0.0,2023-10-28
New Brunswick,6.0,0.0,0.0,6.0,0.0,13.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,20.0,0.0,2023-10-28
Quebec,0.0,0.0,32.0,32.0,6.0,246.0,7.0,3.0,5.0,4.0,0.0,39.0,15.0,0.0,4.0,2023-10-28
Onatrio,18.0,4.0,15.0,34.0,4.0,287.0,1.0,1.0,7.0,0.0,41.0,36.0,16.0,520.0,11.0,2023-10-28
Manitoba,0.0,0.0,4.0,4.0,0.0,8.0,0.0,1.0,0.0,3.0,0.0,5.0,1.0,25.0,0.0,2023-10-28
Saskatchewan,0.0,0.0,37.0,37.0,1.0,8.0,3.0,0.0,1.0,0.0,0.0,6.0,1.0,48.0,0.0,2023-10-28
Alberta,48.0,13.0,1.0,62.0,7.0,40.0,2.0,1.0,0.0,0.0,0.0,8.0,0.0,104.0,3.0,2023-10-28
British Columbia,18.0,2.0,0.0,44.0,3.0,52.0,6.0,3.0,1.0,8.0,0.0,20.0,5.0,145.0,3.0,2023-10-28
Yukon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-10-28
Northwest Territories,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2023-10-28
Nunavut,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-10-28
Newfoundland,0.0,0.0,15.0,15.0,0.0,3.0,1.0,2.0,1.0,1.0,0.0,7.0,1.0,38.0,1.0,2023-11-04
Prince Edward Island,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,2023-11-04
Nova Scotia,0.0,0.0,6.0,6.0,1.0,21.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,10.0,0.0,2023-11-04
New Brunswick,2.0,1.0,0.0,3.0,0.0,16.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,31.0,0.0,2023-11-04
Quebec,0.0,0.0,35.0,35.0,4.0,293.0,9.0,5.0,6.0,2.0,0.0,42.0,19.0,0.0,3.0,2023-11-04
Onatrio,25.0,7.0,14.0,38.0,4.0,406.0,1.0,0.0,6.0,3.0,42.0,54.0,9.0,438.0,15.0,2023-11-04
Manitoba,0.0,1.0,6.0,7.0,0.0,7.0,0.0,0.0,0.0,5.0,0.0,8.0,0.0,21.0,0.0,2023-11-04
Saskatchewan,0.0,0.0,164.0,164.0,2.0,14.0,0.0,0.0,0.0,0.0,0.0,12.0,11.0,42.0,1.0,2023-11-04
Alberta,141.0,20.0,5.0,166.0,6.0,79.0,10.0,2.0,5.0,0.0,0.0,14.0,0.0,128.0,3.0,2023-11-04
British Columbia,29.0,5.0,3.0,86.0,4.0,80.0,5.0,8.0,1.0,12.0,0.0,18.0,8.0,134.0,6.0,2023-11-04
Yukon,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-11-04
Northwest Territories,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2023-11-04
Nunavut,0.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-11-04
Newfoundland,0.0,0.0,25.0,25.0,0.0,13.0,1.0,2.0,0.0,2.0,0.0,8.0,1.0,46.0,4.0,2023-11-11
