Province,A(H1N1)pdm09,AH3,Auns,A,B,RSV,PIV1,PIV2,PIV3,PIV4,PIV-Other,ADENO,HMPV,RHINO,Corona,EndingDate
Nova Scotia,0.0,0.0,31.0,31.0,1.0,22.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,3.0,2017-02-04
New Brunswick,0.0,14.0,72.0,86.0,0.0,44.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,3.0,4.0,2017-02-04
Quebec,0.0,70.0,766.0,837.0,14.0,522.0,1.0,4.0,5.0,2.0,0.0,26.0,24.0,0.0,653.0,2017-02-04
Onatrio,3.0,524.0,136.0,663.0,9.0,363.0,4.0,6.0,27.0,8.0,0.0,34.0,68.0,111.0,117.0,2017-02-04
Manitoba,0.0,9.0,43.0,52.0,0.0,54.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,6.0,2017-02-04
Saskatchewan,0.0,66.0,24.0,90.0,3.0,134.0,0.0,0.0,13.0,7.0,0.0,11.0,8.0,37.0,38.0,2017-02-04
Alberta,0.0,112.0,64.0,176.0,6.0,160.0,45.0,0.0,0.0,0.0,0.0,9.0,6.0,59.0,28.0,2017-02-04
British Columbia,4.0,560.0,32.0,596.0,30.0,165.0,0.0,2.0,10.0,4.0,0.0,3.0,16.0,23.0,34.0,2017-02-04
Yukon,0.0,5.0,0.0,5.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-02-04
Northwest Territories,0.0,4.0,1.0,5.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2017-02-04
Nunavut,0.0,5.0,0.0,5.0,0.0,2.0,0.0,2.0,4.0,0.0,0.0,2.0,2.0,0.0,0.0,2017-02-04
Newfoundland,0.0,0.0,21.0,21.0,0.0,18.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,2017-02-11
Prince Edward Island,0.0,21.0,0.0,21.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2017-02-11
Nova Scotia,0.0,0.0,32.0,32.0,0.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,2017-02-11
New Brunswick,1.0,10.0,90.0,101.0,0.0,38.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,6.0,10.0,2017-02-11
Quebec,0.0,73.0,852.0,925.0,16.0,509.0,0.0,0.0,11.0,2.0,0.0,19.0,23.0,0.0,640.0,2017-02-11
Onatrio,2.0,486.0,74.0,562.0,20.0,338.0,4.0,9.0,22.0,5.0,0.0,35.0,59.0,93.0,160.0,2017-02-11
Manitoba,0.0,7.0,24.0,31.0,1.0,33.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,5.0,11.0,2017-02-11
Saskatchewan,0.0,99.0,29.0,128.0,3.0,161.0,1.0,2.0,22.0,4.0,0.0,5.0,21.0,47.0,51.0,2017-02-11
Alberta,0.0,89.0,80.0,169.0,7.0,110.0,28.0,0.0,0.0,0.0,0.0,8.0,11.0,63.0,48.0,2017-02-11
British Columbia,3.0,356.0,87.0,446.0,34.0,121.0,2.0,2.0,16.0,0.0,0.0,9.0,16.0,34.0,52.0,2017-02-11
Yukon,0.0,3.0,0.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-02-11
Northwest Territories,0.0,0.0,3.0,3.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2017-02-11
Nunavut,0.0,2.0,1.0,3.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,6.0,1.0,2017-02-11
Newfoundland,0.0,0.0,25.0,25.0,0.0,21.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0,2017-02-18
Prince Edward Island,0.0,26.0,0.0,26.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-02-18
Nova Scotia,0.0,0.0,22.0,22.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2017-02-18
New Brunswick,0.0,17.0,88.0,105.0,1.0,49.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,2.0,3.0,2017-02-18
Quebec,0.0,78.0,985.0,1063.0,24.0,525.0,1.0,1.0,10.0,0.0,0.0,17.0,21.0,0.0,683.0,2017-02-18
Onatrio,6.0,437.0,81.0,524.0,26.0,283.0,1.0,9.0,36.0,1.0,0.0,32.0,54.0,121.0,165.0,2017-02-18
Manitoba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-02-18
Saskatchewan,1.0,66.0,20.0,87.0,0.0,131.0,3.0,0.0,19.0,3.0,0.0,4.0,16.0,47.0,48.0,2017-02-18
Alberta,2.0,110.0,11.0,123.0,11.0,98.0,35.0,0.0,0.0,0.0,0.0,0.0,14.0,75.0,31.0,2017-02-18
British Columbia,2.0,370.0,9.0,381.0,27.0,83.0,4.0,0.0,5.0,1.0,0.0,10.0,23.0,16.0,40.0,2017-02-18
Yukon,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-02-18
Northwest Territories,0.0,6.0,0.0,6.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2017-02-18
Nunavut,0.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,3.0,1.0,2017-02-18
Newfoundland,0.0,0.0,65.0,65.0,0.0,23.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,3.0,0.0,2017-02-25
Prince Edward Island,0.0,13.0,0.0,13.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-02-25
Nova Scotia,0.0,0.0,30.0,30.0,0.0,21.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,3.0,2017-02-25
New Brunswick,0.0,16.0,111.0,127.0,0.0,40.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,3.0,4.0,2017-02-25
Quebec,0.0,60.0,938.0,998.0,30.0,496.0,1.0,1.0,17.0,2.0,0.0,19.0,25.0,0.0,653.0,2017-02-25
Onatrio,7.0,375.0,101.0,483.0,25.0,280.0,1.0,5.0,25.0,2.0,0.0,19.0,69.0,97.0,98.0,2017-02-25
Manitoba,0.0,13.0,44.0,57.0,7.0,27.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,1.0,2017-02-25
Saskatchewan,0.0,60.0,35.0,95.0,0.0,86.0,0.0,0.0,10.0,5.0,0.0,14.0,11.0,47.0,39.0,2017-02-25
Alberta,2.0,41.0,33.0,76.0,15.0,75.0,26.0,0.0,0.0,0.0,0.0,6.0,16.0,43.0,40.0,2017-02-25
British Columbia,5.0,275.0,61.0,341.0,47.0,103.0,0.0,0.0,16.0,2.0,0.0,13.0,21.0,15.0,26.0,2017-02-25
Yukon,0.0,5.0,1.0,6.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-02-25
Northwest Territories,0.0,3.0,1.0,4.0,2.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2017-02-25
Nunavut,0.0,2.0,3.0,5.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,2017-02-25
Newfoundland,0.0,0.0,49.0,49.0,0.0,18.0,0.0,2.0,1.0,0.0,0.0,2.0,2.0,5.0,0.0,2017-03-04
Prince Edward Island,0.0,19.0,0.0,19.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-03-04
Nova Scotia,0.0,0.0,24.0,24.0,2.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,2017-03-04
New Brunswick,0.0,0.0,87.0,87.0,0.0,37.0,0.0,0.0,9.0,1.0,0.0,5.0,1.0,9.0,7.0,2017-03-04
Quebec,0.0,27.0,670.0,697.0,43.0,432.0,2.0,0.0,10.0,4.0,0.0,15.0,30.0,0.0,668.0,2017-03-04
Onatrio,0.0,330.0,58.0,388.0,34.0,274.0,4.0,8.0,37.0,2.0,3.0,28.0,107.0,134.0,148.0,2017-03-04
Manitoba,0.0,6.0,50.0,56.0,6.0,26.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,1.0,1.0,2017-03-04
Saskatchewan,0.0,53.0,21.0,74.0,4.0,94.0,2.0,0.0,6.0,2.0,0.0,7.0,21.0,65.0,34.0,2017-03-04
Alberta,0.0,38.0,31.0,69.0,22.0,52.0,23.0,0.0,0.0,0.0,0.0,11.0,19.0,49.0,49.0,2017-03-04
British Columbia,7.0,422.0,48.0,477.0,48.0,87.0,2.0,0.0,10.0,5.0,0.0,5.0,16.0,35.0,32.0,2017-03-04
Yukon,0.0,5.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-03-04
Northwest Territories,0.0,2.0,6.0,8.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,2017-03-04
Nunavut,0.0,4.0,0.0,4.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,0.0,2017-03-04
Newfoundland,0.0,0.0,58.0,58.0,0.0,32.0,0.0,3.0,2.0,0.0,0.0,3.0,2.0,2.0,0.0,2017-03-11
Prince Edward Island,0.0,5.0,0.0,5.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-03-11
Nova Scotia,0.0,0.0,22.0,22.0,3.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2017-03-11
New Brunswick,0.0,0.0,88.0,88.0,0.0,57.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,5.0,2.0,2017-03-11
Quebec,0.0,28.0,549.0,577.0,47.0,400.0,1.0,7.0,20.0,1.0,0.0,19.0,39.0,0.0,599.0,2017-03-11
Onatrio,2.0,239.0,40.0,281.0,44.0,171.0,1.0,6.0,30.0,4.0,0.0,21.0,63.0,97.0,101.0,2017-03-11
Manitoba,0.0,6.0,19.0,25.0,9.0,9.0,0.0,0.0,2.0,0.0,0.0,1.0,3.0,2.0,3.0,2017-03-11
Saskatchewan,1.0,24.0,11.0,36.0,8.0,57.0,1.0,1.0,12.0,0.0,0.0,17.0,15.0,46.0,46.0,2017-03-11
Alberta,1.0,32.0,17.0,50.0,19.0,37.0,38.0,0.0,0.0,0.0,0.0,3.0,19.0,65.0,35.0,2017-03-11
British Columbia,10.0,374.0,13.0,397.0,70.0,65.0,0.0,1.0,10.0,1.0,0.0,11.0,18.0,40.0,39.0,2017-03-11
Yukon,0.0,2.0,0.0,2.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-03-11
Northwest Territories,0.0,5.0,0.0,5.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2017-03-11
Nunavut,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,3.0,2.0,8.0,0.0,2017-03-11
Newfoundland,0.0,0.0,29.0,29.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,0.0,2017-03-18
Prince Edward Island,0.0,12.0,0.0,12.0,0.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-03-18
Nova Scotia,0.0,0.0,29.0,29.0,3.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2017-03-18
New Brunswick,0.0,0.0,90.0,90.0,4.0,40.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,4.0,5.0,2017-03-18
Quebec,0.0,11.0,400.0,411.0,35.0,297.0,1.0,2.0,26.0,1.0,0.0,19.0,30.0,0.0,522.0,2017-03-18
Onatrio,6.0,192.0,33.0,231.0,63.0,146.0,1.0,3.0,38.0,3.0,0.0,32.0,62.0,118.0,103.0,2017-03-18
Manitoba,0.0,13.0,29.0,42.0,3.0,17.0,0.0,1.0,2.0,0.0,0.0,2.0,5.0,8.0,6.0,2017-03-18
Saskatchewan,1.0,51.0,11.0,63.0,20.0,40.0,1.0,2.0,12.0,1.0,0.0,11.0,19.0,42.0,49.0,2017-03-18
Alberta,1.0,24.0,11.0,36.0,28.0,27.0,27.0,0.0,0.0,0.0,0.0,2.0,10.0,42.0,19.0,2017-03-18
British Columbia,1.0,29.0,18.0,48.0,82.0,62.0,0.0,1.0,13.0,7.0,0.0,16.0,26.0,39.0,40.0,2017-03-18
Yukon,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-03-18
Northwest Territories,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-03-18
Nunavut,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-03-18
Newfoundland,0.0,0.0,46.0,46.0,1.0,20.0,0.0,1.0,1.0,0.0,0.0,3.0,9.0,3.0,0.0,2017-03-25
Prince Edward Island,0.0,3.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2017-03-25
Nova Scotia,0.0,0.0,20.0,20.0,4.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2017-03-25
New Brunswick,0.0,12.0,82.0,94.0,9.0,31.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,6.0,2.0,2017-03-25
Quebec,0.0,9.0,282.0,291.0,59.0,226.0,0.0,0.0,28.0,0.0,0.0,12.0,26.0,0.0,534.0,2017-03-25
Onatrio,0.0,153.0,29.0,182.0,86.0,156.0,1.0,7.0,51.0,2.0,0.0,24.0,91.0,102.0,109.0,2017-03-25
Manitoba,0.0,8.0,16.0,24.0,13.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,10.0,3.0,2017-03-25
Saskatchewan,1.0,26.0,15.0,42.0,23.0,39.0,5.0,0.0,15.0,2.0,0.0,15.0,20.0,67.0,28.0,2017-03-25
Alberta,0.0,28.0,17.0,45.0,40.0,23.0,33.0,0.0,0.0,0.0,0.0,2.0,20.0,51.0,20.0,2017-03-25
British Columbia,0.0,1.0,18.0,19.0,61.0,38.0,0.0,1.0,14.0,2.0,0.0,13.0,31.0,31.0,20.0,2017-03-25
Yukon,0.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-03-25
Northwest Territories,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2017-03-25
Nunavut,0.0,8.0,0.0,8.0,0.0,1.0,0.0,1.0,5.0,0.0,0.0,5.0,0.0,5.0,3.0,2017-03-25
Newfoundland,0.0,0.0,25.0,25.0,1.0,21.0,0.0,1.0,2.0,0.0,0.0,0.0,7.0,2.0,0.0,2017-04-01
Prince Edward Island,0.0,3.0,0.0,3.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2017-04-01
Nova Scotia,0.0,0.0,34.0,34.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2017-04-01
New Brunswick,0.0,12.0,59.0,71.0,6.0,16.0,0.0,0.0,5.0,0.0,0.0,1.0,9.0,6.0,8.0,2017-04-01
Quebec,0.0,3.0,216.0,219.0,51.0,203.0,1.0,0.0,24.0,2.0,0.0,10.0,34.0,0.0,473.0,2017-04-01
Onatrio,2.0,99.0,18.0,119.0,96.0,127.0,2.0,1.0,43.0,5.0,0.0,20.0,70.0,90.0,89.0,2017-04-01
Manitoba,0.0,12.0,5.0,17.0,13.0,12.0,0.0,1.0,4.0,1.0,0.0,0.0,3.0,4.0,6.0,2017-04-01
Saskatchewan,0.0,10.0,8.0,18.0,30.0,21.0,1.0,2.0,14.0,3.0,0.0,14.0,17.0,62.0,48.0,2017-04-01
Alberta,0.0,19.0,10.0,29.0,58.0,21.0,34.0,0.0,0.0,0.0,0.0,4.0,29.0,55.0,26.0,2017-04-01
British Columbia,3.0,44.0,6.0,53.0,44.0,20.0,0.0,1.0,17.0,0.0,0.0,17.0,17.0,24.0,26.0,2017-04-01
Yukon,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-04-01
Northwest Territories,0.0,0.0,0.0,0.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2017-04-01
Nunavut,0.0,9.0,0.0,9.0,0.0,5.0,0.0,2.0,2.0,0.0,0.0,2.0,1.0,5.0,3.0,2017-04-01
Newfoundland,0.0,0.0,32.0,32.0,2.0,18.0,0.0,0.0,2.0,0.0,0.0,0.0,6.0,1.0,0.0,2017-04-08
Prince Edward Island,0.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-04-08
Nova Scotia,0.0,0.0,14.0,14.0,5.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2017-04-08
New Brunswick,0.0,0.0,26.0,26.0,15.0,29.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0,5.0,8.0,2017-04-08
Quebec,0.0,0.0,163.0,163.0,76.0,138.0,6.0,2.0,35.0,0.0,0.0,19.0,27.0,0.0,501.0,2017-04-08
Onatrio,5.0,77.0,22.0,104.0,111.0,90.0,3.0,1.0,58.0,2.0,1.0,26.0,73.0,125.0,98.0,2017-04-08
Manitoba,0.0,14.0,7.0,21.0,15.0,6.0,0.0,1.0,3.0,0.0,0.0,3.0,3.0,9.0,9.0,2017-04-08
Saskatchewan,0.0,10.0,3.0,13.0,36.0,19.0,0.0,2.0,18.0,10.0,0.0,6.0,18.0,67.0,44.0,2017-04-08
Alberta,0.0,7.0,16.0,23.0,59.0,16.0,39.0,0.0,0.0,0.0,0.0,4.0,34.0,55.0,20.0,2017-04-08
British Columbia,1.0,9.0,3.0,13.0,41.0,21.0,0.0,0.0,14.0,2.0,0.0,14.0,21.0,43.0,23.0,2017-04-08
Yukon,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-04-08
Northwest Territories,0.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2017-04-08
Nunavut,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,1.0,2.0,2017-04-08
Newfoundland,0.0,0.0,15.0,15.0,2.0,10.0,0.0,0.0,1.0,0.0,0.0,1.0,7.0,3.0,0.0,2017-04-15
Prince Edward Island,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2017-04-15
Nova Scotia,0.0,0.0,17.0,17.0,3.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2017-04-15
New Brunswick,0.0,10.0,45.0,55.0,26.0,28.0,1.0,0.0,3.0,0.0,0.0,0.0,6.0,6.0,1.0,2017-04-15
Quebec,0.0,0.0,123.0,123.0,83.0,99.0,0.0,0.0,33.0,1.0,0.0,21.0,28.0,0.0,454.0,2017-04-15
Onatrio,5.0,38.0,8.0,51.0,81.0,57.0,2.0,0.0,39.0,1.0,0.0,24.0,65.0,137.0,58.0,2017-04-15
Manitoba,0.0,4.0,2.0,6.0,7.0,6.0,0.0,1.0,4.0,1.0,0.0,2.0,1.0,11.0,5.0,2017-04-15
Saskatchewan,0.0,5.0,3.0,8.0,16.0,8.0,0.0,0.0,7.0,1.0,0.0,7.0,22.0,49.0,23.0,2017-04-15
Alberta,0.0,5.0,10.0,15.0,66.0,8.0,32.0,0.0,0.0,0.0,0.0,6.0,34.0,68.0,17.0,2017-04-15
British Columbia,0.0,0.0,2.0,2.0,22.0,8.0,0.0,1.0,11.0,2.0,0.0,10.0,21.0,20.0,15.0,2017-04-15
Yukon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-04-15
Northwest Territories,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,2017-04-15
Nunavut,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,5.0,2017-04-15
Newfoundland,0.0,0.0,9.0,9.0,3.0,12.0,1.0,0.0,1.0,0.0,0.0,0.0,5.0,3.0,0.0,2017-04-22
Prince Edward Island,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2017-04-22
Nova Scotia,0.0,0.0,9.0,9.0,3.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,2017-04-22
New Brunswick,1.0,7.0,20.0,28.0,21.0,23.0,0.0,1.0,3.0,0.0,0.0,0.0,6.0,2.0,1.0,2017-04-22
Quebec,0.0,0.0,112.0,112.0,74.0,65.0,2.0,1.0,36.0,0.0,0.0,26.0,24.0,0.0,427.0,2017-04-22
Onatrio,4.0,43.0,7.0,54.0,108.0,48.0,5.0,1.0,61.0,2.0,0.0,32.0,71.0,153.0,52.0,2017-04-22
Manitoba,0.0,1.0,3.0,4.0,3.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,3.0,7.0,1.0,2017-04-22
Saskatchewan,0.0,2.0,1.0,3.0,31.0,6.0,0.0,6.0,15.0,1.0,0.0,14.0,20.0,78.0,29.0,2017-04-22
Alberta,0.0,3.0,1.0,4.0,55.0,12.0,33.0,0.0,0.0,0.0,0.0,5.0,35.0,75.0,15.0,2017-04-22
British Columbia,4.0,2.0,0.0,6.0,35.0,13.0,0.0,1.0,8.0,1.0,0.0,6.0,18.0,33.0,9.0,2017-04-22
Yukon,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-04-22
Northwest Territories,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2017-04-22
Nunavut,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,3.0,2017-04-22
Newfoundland,0.0,0.0,1.0,1.0,6.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,2017-04-29
Prince Edward Island,0.0,1.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-04-29
Nova Scotia,0.0,0.0,3.0,3.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2017-04-29
New Brunswick,0.0,0.0,9.0,9.0,19.0,14.0,0.0,0.0,5.0,1.0,0.0,2.0,3.0,10.0,1.0,2017-04-29
Quebec,0.0,0.0,88.0,88.0,65.0,61.0,9.0,0.0,41.0,3.0,0.0,17.0,12.0,0.0,447.0,2017-04-29
Onatrio,2.0,26.0,5.0,33.0,88.0,46.0,5.0,1.0,68.0,7.0,0.0,22.0,62.0,178.0,29.0,2017-04-29
Manitoba,0.0,1.0,5.0,6.0,10.0,2.0,0.0,0.0,5.0,0.0,0.0,2.0,4.0,4.0,0.0,2017-04-29
Saskatchewan,0.0,8.0,0.0,8.0,28.0,15.0,0.0,1.0,13.0,1.0,0.0,6.0,29.0,71.0,20.0,2017-04-29
Alberta,0.0,0.0,0.0,0.0,60.0,7.0,36.0,0.0,0.0,0.0,0.0,3.0,36.0,70.0,8.0,2017-04-29
British Columbia,0.0,0.0,3.0,3.0,24.0,5.0,0.0,0.0,18.0,2.0,0.0,14.0,22.0,57.0,16.0,2017-04-29
Yukon,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-04-29
Northwest Territories,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2017-04-29
Nunavut,0.0,0.0,0.0,0.0,1.0,5.0,0.0,1.0,1.0,0.0,0.0,4.0,2.0,12.0,1.0,2017-04-29
Newfoundland,0.0,0.0,3.0,3.0,5.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,5.0,4.0,0.0,2017-05-06
Prince Edward Island,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,1.0,0.0,2017-05-06
Nova Scotia,0.0,0.0,2.0,2.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2017-05-06
New Brunswick,0.0,0.0,4.0,4.0,12.0,11.0,1.0,1.0,0.0,0.0,0.0,1.0,7.0,4.0,2.0,2017-05-06
Quebec,0.0,0.0,43.0,43.0,64.0,38.0,0.0,1.0,31.0,2.0,0.0,13.0,17.0,0.0,402.0,2017-05-06
Onatrio,2.0,33.0,5.0,40.0,79.0,42.0,11.0,1.0,51.0,2.0,0.0,29.0,50.0,177.0,33.0,2017-05-06
Manitoba,0.0,3.0,4.0,7.0,8.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,11.0,3.0,2017-05-06
Saskatchewan,0.0,3.0,1.0,4.0,36.0,2.0,0.0,2.0,14.0,4.0,0.0,12.0,32.0,70.0,9.0,2017-05-06
Alberta,0.0,1.0,4.0,5.0,53.0,1.0,21.0,0.0,0.0,0.0,0.0,6.0,31.0,85.0,8.0,2017-05-06
British Columbia,1.0,3.0,1.0,5.0,17.0,3.0,0.0,2.0,11.0,3.0,0.0,12.0,12.0,33.0,3.0,2017-05-06
Yukon,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-05-06
Northwest Territories,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2017-05-06
Nunavut,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,2.0,0.0,0.0,1.0,0.0,5.0,0.0,2017-05-06
Newfoundland,0.0,0.0,2.0,2.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,6.0,0.0,2017-05-13
Prince Edward Island,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2017-05-13
Nova Scotia,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2017-05-13
New Brunswick,0.0,4.0,5.0,9.0,16.0,14.0,0.0,0.0,0.0,1.0,0.0,1.0,7.0,5.0,0.0,2017-05-13
Quebec,0.0,0.0,23.0,23.0,74.0,36.0,0.0,0.0,22.0,1.0,0.0,18.0,17.0,0.0,387.0,2017-05-13
Onatrio,0.0,15.0,0.0,15.0,67.0,31.0,11.0,0.0,46.0,5.0,0.0,24.0,34.0,189.0,19.0,2017-05-13
Manitoba,0.0,1.0,0.0,1.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,2.0,13.0,1.0,2017-05-13
Saskatchewan,0.0,5.0,3.0,8.0,35.0,3.0,2.0,1.0,12.0,2.0,0.0,1.0,17.0,69.0,5.0,2017-05-13
Alberta,0.0,3.0,2.0,5.0,37.0,0.0,18.0,0.0,0.0,0.0,0.0,2.0,22.0,81.0,2.0,2017-05-13
